Date,UWG_Mailing,BFCM_Promo_Effect,holiday_list,Offline_Promo,Promotion_Discount,Total_Revenue,Revenue_New_Customer,influencer_spend,Awin_spend,microsoft_spend,criteo_spend,cost_outbrain,spend_Google_Branded,spend_Google_Non_Branded,spend_Google_PMAX,spend_Google_Demand_Gen,spend_Google_Others,spend_Meta_ASC,spend_Meta_Retargeting,spend_Meta_Prospecting,spend_Google,spend_Meta
2024-08-15,0,0,0,1,0,42332.0,15456.79,0.0,181.55,72.84,96.61176913,87.0,833.255163,169.88,893.494645,38.694645,57.1,546.280002,146.919999,395.640001,1992.424453,1088.840002
2024-08-16,0,0,0,1,0,52055.0,16754.91,0.0,158.53,88.1,116.3408594,88.0,918.775055,139.5,854.023245,38.770787,38.41,522.239999,141.29,383.39,1989.479087,1046.919999
2024-08-17,0,0,0,1,0,47365.0,12902.34,0.0,207.09,64.25,144.0975369,87.0,971.508075,174.16,902.750455,38.751002,27.23,525.550001,144.409999,387.54,2114.399532,1057.5
2024-08-18,0,0,0,1,0,70450.0,21340.21,0.0,335.16,82.65,205.7369776,87.0,1277.75158,171.714239,894.060664,38.84793,40.76,584.97,161.679998,425.020002,2423.134413,1171.67
2024-08-19,0,0,0,1,0,56834.0,19692.54,0.0,136.65,46.01,186.1559844,88.0,1054.004268,178.57,728.103225,35.429868,26.46,561.26,153.4,404.51,2022.567361,1119.17
2024-08-20,0,0,0,1,1,68188.0,19002.35,0.0,197.36,83.47,158.6080471,87.0,1105.91159,173.675,629.691588,34.405614,112.8,556.109999,153.269999,408.800001,2056.483792,1118.179999
2024-08-21,0,0,0,1,1,56377.0,20045.97,0.0,114.49,92.67,162.4189403,87.0,1148.405815,136.82,604.650367,33.708575,74.09,525.680002,134.01,392.68,1997.674757,1052.370002
2024-08-22,0,0,0,1,1,49976.0,22010.53,0.0,139.12,101.0,153.5229633,87.0,790.133324,156.46,724.182379,29.533223,142.9,522.869999,127.330001,389.45,1843.208926,1039.65
2024-08-23,0,0,0,1,1,52792.0,20847.21,0.0,182.2,90.53,190.7869358,87.0,806.668307,164.270895,723.064691,44.717921,179.37,507.140001,124.78,383.489998,1918.091814,1015.409999
2024-08-24,0,0,0,1,1,41975.0,14231.94,0.0,134.16,38.79,163.1280981,87.0,871.702483,187.96,751.763533,44.446066,211.86,499.650001,122.07,375.450001,2067.732082,997.170002
2024-08-25,1,0,0,1,1,101076.0,24677.03,0.0,269.68,60.49,243.6229284,86.0,1156.553518,162.95,737.967269,45.763587,209.25,569.719999,141.36,422.72,2312.484374,1133.799999
2024-08-26,0,0,0,1,1,67868.0,21133.01,0.0,193.47,69.69,184.0909862,88.0,1211.436112,168.92376,617.91812,39.636186,212.03,550.4,132.670001,400.879997,2249.944178,1083.949998
2024-08-27,0,0,0,1,1,47930.0,13453.54,0.0,130.31,78.93,183.4102821,87.0,1198.531339,162.950137,737.499656,37.657841,30.74,538.700002,132.97,417.640001,2167.378973,1089.310003
2024-08-28,0,0,0,1,1,53417.0,21450.35,0.0,159.23,69.6,168.956012,86.0,1150.789603,161.37,709.151541,36.782143,0.0,519.79,128.56,392.290001,2058.093287,1040.640001
2024-08-29,0,0,0,1,1,50656.0,19647.93,0.0,128.56,66.23,172.6372028,86.0,1138.475791,113.47,677.399722,39.827461,10.4,521.76,161.9,416.809999,1979.572974,1100.469999
2024-08-30,0,0,0,1,1,51236.0,19555.91,0.0,99.43,101.27,192.1021147,87.0,1175.176411,118.901821,615.037626,34.575217,7.18,505.49,157.46,376.43,1950.871075,1039.38
2024-08-31,0,0,0,1,1,52839.0,18606.98,0.0,220.06,60.75,159.1194056,84.0,1171.319802,189.67,625.042913,30.269123,17.05,504.09,156.61,338.150001,2033.351838,998.850001
2024-09-01,0,0,0,1,1,84812.0,28003.32,0.0,259.04,73.28,173.6950831,91.0,1428.317245,189.855,791.375111,43.661602,35.51,569.700001,162.019999,426.16,2488.718958,1157.88
2024-09-02,0,0,0,0,0,41088.0,19631.58,0.0,117.2,91.85,172.7171958,90.0,1203.097997,143.183915,556.22567,27.100873,30.4,540.570001,146.81,414.66,1960.008455,1102.040001
2024-09-03,0,0,0,0,0,44380.0,19483.32,0.0,124.44,85.94,174.4761738,94.0,1222.179834,90.46,513.8791,36.919339,44.29,550.730002,126.57,419.889999,1907.728273,1097.190001
2024-09-04,0,0,0,0,0,47210.0,19447.71,0.0,106.49,108.23,135.2403664,94.0,1222.639934,85.83,643.076416,43.206572,16.78,532.36,137.93,392.79,2011.532922,1063.08
2024-09-05,0,0,0,0,0,34092.0,11981.66,0.0,96.58,111.93,139.0127263,94.0,1076.96974,85.95,481.821494,47.772204,14.8,532.32,136.509999,394.37,1707.313438,1063.199999
2024-09-06,0,0,0,0,0,26420.0,10832.72,0.0,61.59,90.95,130.5302149,94.0,1081.463626,75.07,620.597597,42.732151,28.61,521.242881,136.143547,384.876492,1848.473374,1042.26292
2024-09-07,0,0,0,0,0,35431.0,17015.79,0.0,51.39,65.06,107.07817,94.0,1132.56872,84.17,618.644205,47.893489,24.47,514.94,134.81,372.85,1907.746414,1022.6
2024-09-08,0,0,0,0,0,55841.0,24487.3,0.0,127.76,72.07,124.9467363,94.0,1333.121965,116.954439,635.005642,49.581798,52.0,579.509999,148.38,436.150001,2186.663844,1164.04
2024-09-09,0,0,0,0,0,42213.0,20095.56,0.0,134.74,93.78,128.6185428,94.0,1456.593766,91.81,563.764317,39.169031,16.87,561.47,143.809999,413.929999,2168.207114,1119.209998
2024-09-10,0,0,0,0,0,44355.0,20405.01,0.0,174.74,89.88,146.89365,94.0,1370.323979,160.71,709.717689,40.227524,37.43,574.689997,149.500001,433.13,2318.409192,1157.319998
2024-09-11,0,0,0,0,0,48014.0,18720.31,0.0,214.49,90.73,102.5000512,94.0,1323.823895,187.605,723.815857,46.12809,50.94,570.42,146.100001,428.86,2332.312842,1145.380001
2024-09-12,1,0,0,0,1,65760.0,20336.23,0.0,162.37,89.64,117.4156479,94.0,1282.622136,170.72,742.032447,42.544393,34.07,553.93,141.73,385.080002,2271.988976,1080.740002
2024-09-13,0,0,0,0,1,53371.0,17208.0,0.0,152.43,79.67,132.3655009,94.0,1255.217508,191.815239,750.59296,30.738016,40.91,513.530002,137.13,351.160002,2269.273723,1001.820004
2024-09-14,0,0,0,0,1,54407.0,18931.34,0.0,120.14,61.58,107.4423572,94.0,1347.001724,187.497976,772.429583,46.01855,116.28,500.24,135.49,353.57,2469.227833,989.3
2024-09-15,0,0,0,0,1,77588.0,25724.09,0.0,229.62,72.23,129.182601,94.0,1444.675896,178.6,761.048403,45.916659,74.204114,613.139998,156.58,422.760001,2504.445072,1192.479999
2024-09-16,0,0,0,0,0,46540.0,17589.02,0.0,136.19,99.68,142.2479376,93.0,1256.412813,150.82,722.07593,28.926098,44.73,559.270001,149.33,410.65,2202.964841,1119.250001
2024-09-17,0,0,0,0,0,38039.0,18915.46,0.0,144.97,105.72,125.7106077,94.0,1096.314072,180.111737,712.885065,46.664209,67.97,554.8,147.34,405.100001,2103.945083,1107.240001
2024-09-18,0,0,0,0,0,37342.0,12294.55,0.0,117.44,100.67,126.6818659,94.0,1192.93113,169.0,729.896882,43.716478,35.96,541.5,143.43,397.669999,2171.50449,1082.599999
2024-09-19,0,0,0,0,0,41444.0,13884.43,0.0,82.76,111.75,156.6526121,93.0,1449.546808,170.907931,700.794715,29.997277,58.8,538.99,135.46,393.62,2410.046731,1068.07
2024-09-20,0,0,0,0,0,34556.0,13528.99,0.0,107.28,86.03,135.9392194,94.0,1262.039768,173.03,666.616737,49.371974,56.19,522.179998,125.040001,385.17,2207.248479,1032.389999
2024-09-21,0,0,0,0,0,38995.0,13959.7,0.0,90.71,66.33,126.0344627,93.0,1405.677959,183.55,651.502509,46.688932,79.74,518.540001,121.36,384.099999,2367.1594,1024.0
2024-09-22,0,0,0,0,0,47009.0,23521.68,0.0,62.44,69.44,174.3381935,94.0,1717.450231,173.405631,661.816447,42.66761,115.95,602.15,145.160002,430.379999,2711.289919,1177.690001
2024-09-23,0,0,0,0,0,45380.0,18557.88,0.0,74.62,90.41,201.4976205,93.0,1511.879496,175.29,653.449975,45.303159,30.776153,561.650001,140.550001,408.709999,2416.698783,1110.910001
2024-09-24,0,0,0,0,0,53821.0,17280.8,0.0,113.33,120.95,255.7115359,94.0,1309.971436,147.58,724.951112,40.044311,67.98,558.049999,138.99,408.479998,2290.526859,1105.519997
2024-09-25,0,0,0,0,0,48525.0,16668.18,0.0,132.03,103.17,244.187454,93.0,1469.703964,154.82,752.230521,36.946398,45.31,560.009998,133.469998,396.45,2459.010883,1089.929996
2024-09-26,0,0,0,0,0,64065.0,16028.06,0.0,183.35,122.85,220.6873474,93.0,1573.573401,199.73,732.166334,36.707549,64.42,573.909999,132.820001,396.880001,2606.597284,1103.610001
2024-09-27,0,0,0,0,0,74840.0,20790.13,0.0,180.04,136.63,227.5686739,93.0,1711.55,167.38,684.233156,36.803527,69.5,545.88,128.709998,384.21,2669.466683,1058.799998
2024-09-28,0,0,0,0,0,98658.0,22390.8,0.0,177.48,139.88,178.5419851,94.0,1864.122351,159.92,938.268088,42.157045,86.85,536.410002,125.1,374.469999,3091.317484,1035.980001
2024-09-29,1,0,0,0,1,185176.0,36445.84,0.0,601.17,108.79,248.334799,92.0,2184.79,152.61,937.239611,31.968511,129.6,625.99,150.44,430.990002,3436.208122,1207.420002
2024-09-30,0,0,0,0,1,98881.0,28598.36,0.0,352.55,109.58,211.2287219,92.0,1708.16,135.1,780.108443,30.429614,104.39,588.93,139.980001,408.970001,2758.188057,1137.880002
2024-10-01,0,0,0,0,1,74103.0,20039.68,0.0,238.26,97.58,171.6284188,117.0,1694.132441,167.29,895.094627,40.16192,108.53,584.519999,135.790002,406.459998,2905.208988,1126.769999
2024-10-02,0,0,0,0,1,62753.0,18216.08,0.0,196.79,107.89,120.6479499,116.0,1544.58,174.51,810.334268,41.014575,98.71,568.390003,132.130001,394.27,2669.148843,1094.790004
2024-10-03,0,0,0,0,1,82843.0,26249.36,0.0,344.4,85.91,145.5925359,117.0,1614.59248,187.71,907.231139,41.439319,101.17,562.58,130.669999,393.550001,2852.142938,1086.8
2024-10-04,0,0,0,0,1,52334.0,20352.66,0.0,208.6,76.64,151.2076942,112.0,1695.81887,175.7,851.407336,41.138071,86.78,545.780003,129.41,378.769998,2850.844277,1053.960001
2024-10-05,0,0,0,0,1,61591.0,24872.58,0.0,193.43,59.99,123.5452233,117.0,1691.852035,151.95,941.59521,41.930088,132.12,548.239997,126.31,385.960001,2959.447333,1060.509998
2024-10-06,1,0,0,0,1,130280.0,32296.36,0.0,574.27,99.55,162.780747,117.0,1731.89738,177.520701,857.812169,40.586158,164.83,620.36,146.669999,427.920001,2972.646408,1194.95
2024-10-07,0,0,0,0,1,66397.0,17754.62,0.0,205.04,95.22,166.3937818,113.0,1410.216726,164.47,799.831458,40.050304,109.14337,592.440002,140.0,408.569999,2523.711858,1141.010001
2024-10-08,0,0,0,0,1,62382.0,20209.56,0.0,299.19,97.88,164.4413553,116.0,1481.795077,178.847472,783.068832,40.388976,75.12,585.87,138.859999,406.509998,2559.220357,1131.239997
2024-10-09,0,0,0,0,1,58222.0,18498.73,0.0,254.99,117.81,145.6955381,114.0,1446.089998,186.844255,871.793575,41.330397,81.47,574.210001,133.300001,398.28,2627.528225,1105.790002
2024-10-10,0,0,0,0,1,71026.0,16872.62,0.0,203.63,98.62,153.1538185,112.0,1551.19275,178.73,809.078904,40.298466,25.46,560.560002,133.08,393.45,2604.76012,1087.090002
2024-10-11,0,0,0,0,1,59893.0,19947.41,0.0,91.77,84.24,132.3910915,112.0,1346.784193,176.3,734.163649,40.559318,43.93,546.83,126.54,382.970001,2341.73716,1056.340001
2024-10-12,0,0,0,0,1,68341.0,18757.66,0.0,258.04,63.35,130.5539971,113.0,1483.175768,159.132381,912.681262,43.782063,92.687574,543.320001,126.01,380.609999,2691.459048,1049.94
2024-10-13,0,0,0,0,1,137686.0,35823.0,0.0,389.12,98.01,160.5046983,113.0,1581.620036,181.774416,837.507673,39.734156,86.420287,619.249998,147.45,429.31,2727.056568,1196.009998
2024-10-14,0,0,0,0,0,31524.0,14741.65,0.0,91.71,101.36,154.357303,112.0,1436.455289,161.408425,686.087112,37.951385,65.92,593.07,138.190001,409.91,2387.822211,1141.170001
2024-10-15,0,0,0,0,0,35358.0,15950.6,0.0,78.01,86.14,153.8915641,113.0,1405.101425,167.01,854.631943,41.443708,59.0,583.92,137.46,406.490002,2527.187076,1127.870002
2024-10-16,0,0,0,0,0,31168.0,8215.04,0.0,64.55,75.45,131.4461474,112.0,1417.162291,164.893334,735.379092,38.803433,57.2,569.300001,134.58,395.29,2413.43815,1099.170001
2024-10-17,0,0,0,0,1,38261.0,15163.55,0.0,118.05,64.78,137.4545772,112.0,1390.32193,164.787686,723.295749,38.951333,50.79,562.460001,131.19,393.169999,2368.146698,1086.82
2024-10-18,0,0,0,0,1,35263.0,14006.85,0.0,64.23,62.9,146.3264863,112.0,1424.719914,124.14,795.620012,38.801366,57.510968,551.25,129.770001,386.269999,2440.79226,1067.29
2024-10-19,0,0,0,0,1,38981.0,14323.23,0.0,70.63,61.9,121.208035,112.0,1447.093784,143.73,832.933089,40.206755,70.237862,544.460001,125.42,379.4,2534.20149,1049.280001
2024-10-20,1,0,0,0,1,84118.0,19556.68,0.0,251.1,83.97,184.5777299,113.0,1876.541548,238.694539,754.177618,39.395252,77.41,618.180001,146.49,430.53,2986.218957,1195.200001
2024-10-21,0,0,0,0,1,47112.0,13405.06,0.0,95.98,90.37,156.167275,112.0,1352.84265,178.142424,708.285822,39.607377,67.799528,592.749998,138.699999,410.990001,2346.677801,1142.439998
2024-10-22,0,0,0,0,1,40114.0,13266.5,0.0,97.88,108.02,129.1343446,112.0,1498.299557,180.042961,829.825812,37.681409,68.3,587.190001,141.65,414.350002,2614.149739,1143.190003
2024-10-23,0,0,0,0,1,35733.0,12800.66,0.0,88.32,105.08,138.8796935,111.0,1545.384631,168.263838,798.572388,38.404018,62.79,569.269998,133.750001,399.259999,2613.414875,1102.279998
2024-10-24,0,0,0,0,1,36275.0,10842.01,0.0,95.11,120.14,124.1601317,112.0,1385.303716,172.561815,780.684187,37.934658,72.065183,566.989998,137.009998,391.75,2448.549559,1095.749996
2024-10-25,0,0,0,0,1,35260.0,10983.35,0.0,47.64,101.21,106.8853194,112.0,1290.432665,161.646396,747.753847,38.821388,71.085,551.14,131.9,377.239999,2309.739296,1060.279999
2024-10-26,0,0,0,0,1,40337.0,12882.76,0.0,70.64,65.06,106.8599369,111.0,1448.286644,146.23,866.026417,38.326838,94.145,534.130003,115.500002,374.77,2593.014899,1024.400005
2024-10-27,0,0,0,0,1,73093.0,23024.58,0.0,155.36,98.55,163.4702987,112.0,1785.794994,156.95,779.891887,37.04673,59.99,626.939997,150.19,441.21,2819.673611,1218.339997
2024-10-28,0,0,0,0,0,41382.0,17288.01,0.0,132.96,117.7,165.0832938,111.0,1604.604027,134.33,779.125511,36.643836,50.659687,594.360001,139.169999,407.52,2605.363061,1141.05
2024-10-29,0,0,0,0,0,47595.0,15317.87,0.0,138.09,139.35,145.1609957,111.0,1781.66913,145.99,774.951083,36.207377,36.8,584.11,139.03,406.760001,2775.61759,1129.900001
2024-10-30,0,0,0,0,0,55544.0,14781.73,0.0,203.81,124.07,122.2524662,112.0,1512.068626,149.57335,738.391931,36.116395,55.13,578.979999,138.290001,408.129999,2491.280302,1125.399999
2024-10-31,0,0,0,0,0,55461.0,12916.73,0.0,196.03,121.23,100.3278383,111.0,1470.008766,128.802625,688.216619,33.748194,29.67,527.93,130.130001,390.89,2350.446204,1048.950001
2024-11-01,0,0,0,0,0,61993.0,14411.56,0.0,260.65,89.86,102.0700606,117.0,1477.060439,196.501714,803.582311,41.571735,37.27,510.860001,124.64,367.240001,2555.986199,1002.740002
2024-11-02,0,0,0,0,0,57932.0,15265.9,0.0,183.93,73.52,77.1948869,117.0,1672.721224,187.54,921.22548,42.641139,75.41,511.340003,122.81,377.769999,2899.537843,1011.920002
2024-11-03,0,0,0,0,0,78997.0,23563.39,0.0,454.79,76.23,82.72233446,117.0,1681.207527,190.144628,791.701247,42.185867,51.39,629.17,158.41,466.159999,2756.629269,1253.739999
2024-11-04,0,0,0,0,0,49333.0,14637.09,0.0,132.08,92.13,97.49338397,155.0,1458.21071,183.93,823.68692,43.191973,44.26,672.349999,162.870001,443.700001,2553.279603,1278.920001
2024-11-05,0,0,0,0,0,51412.0,14128.0,0.0,177.6,104.74,94.91706023,155.0,1488.845703,189.01,852.689375,41.416044,62.68,646.849998,146.560001,380.650001,2634.641122,1174.06
2024-11-06,0,0,0,0,0,45909.0,12370.74,0.0,195.51,70.84,129.546143,154.0,1706.72566,174.3,816.654735,44.34493,40.8,705.269999,159.189999,443.8,2782.825325,1308.259998
2024-11-07,1,0,0,0,1,135854.0,27036.26,0.0,340.83,101.98,202.9398132,154.0,1786.641258,228.517222,1234.16999,42.278659,44.99,891.810001,223.36,518.2,3336.597129,1633.370001
2024-11-08,0,0,0,0,1,95704.0,27597.03,0.0,298.32,106.83,180.7298652,154.0,1335.403942,210.59,1262.022298,41.350182,8.5,647.589999,206.39,511.11,2857.866422,1365.089999
2024-11-09,0,0,0,0,1,103020.0,24203.71,0.0,321.33,92.39,214.4541367,152.0,1988.963171,266.98935,1610.312155,40.942211,97.6,541.46,189.089999,445.05,4004.806887,1175.599999
2024-11-10,1,0,0,0,1,249704.0,47353.35,0.0,971.29,126.2,321.9277044,154.0,2132.833867,350.090465,1418.354973,44.803677,64.68655,872.490002,261.95,607.66,4010.769532,1742.100002
2024-11-11,0,0,0,0,1,145974.0,40111.29,0.0,470.62,128.15,279.1568846,154.0,2449.605823,289.119957,1179.244241,45.864262,35.120714,1012.409999,241.71,646.8,3998.954997,1900.919999
2024-11-12,0,0,0,0,0,22700.0,11898.47,0.0,114.32,77.04,288.6560911,155.0,1393.379472,310.812563,1473.7876,41.09233,29.6,932.919998,230.68,816.459999,3248.671965,1980.059997
2024-11-13,0,0,0,0,0,33141.0,9889.08,0.0,90.79,96.87,267.8268474,155.0,1646.032081,251.818247,1006.306186,74.353216,47.62,893.609998,221.28,723.579999,3026.12973,1838.469997
2024-11-14,0,0,0,0,0,37531.0,13050.45,0.0,175.51,113.53,226.5972276,154.0,1702.972107,220.589313,1022.242767,70.514766,31.65,834.12,212.83,679.97,3047.968953,1726.92
2024-11-15,0,0,0,0,0,34419.0,15370.88,0.0,36.4,76.91,214.6544161,154.0,1398.90891,235.083517,1154.088034,72.007989,44.95,804.98,204.990001,660.559999,2905.03845,1670.53
2024-11-16,0,0,0,0,0,35920.0,10290.53,0.0,63.48,64.65,186.8668362,154.0,1500.07248,224.135882,1292.51758,73.89859,58.05,721.800002,200.439999,573.110001,3148.674532,1495.350002
2024-11-17,0,0,0,0,0,51014.0,20059.71,0.0,213.91,118.32,238.0152495,155.0,1876.441692,224.186665,1248.590024,72.928438,68.59,1013.680004,261.619999,829.129999,3490.736819,2104.430002
2024-11-18,0,0,0,0,0,39014.0,16159.26,0.0,105.44,102.02,190.7267045,154.0,1501.906309,208.844303,1139.648591,75.471277,47.27,975.640001,238.320001,766.759997,2973.14048,1980.719999
2024-11-19,0,0,0,0,0,36358.0,19206.84,0.0,103.03,103.62,149.2972297,155.0,1525.428139,243.008311,1185.689442,69.54844,35.61,848.81,232.760002,732.38,3059.284332,1813.950002
2024-11-20,0,0,0,0,0,41412.0,17550.68,0.0,96.17,103.78,100.523122,154.0,1557.121676,231.75,1034.029667,71.246752,27.3,836.740002,210.260002,707.880001,2921.448095,1754.880005
2024-11-21,0,0,0,0,0,35582.0,14700.74,0.0,129.72,116.75,126.6922528,154.0,1220.616164,247.194054,1387.286946,122.209217,35.633536,823.459999,206.77,662.989999,3012.939917,1693.219998
2024-11-22,0,0,0,0,0,43979.0,21188.51,0.0,147.78,120.22,86.24021696,153.0,578.755692,208.991904,1631.257804,118.246617,29.33,797.74,190.87,647.82,2566.582017,1636.43
2024-11-23,0,0,0,0,0,38674.0,15590.01,0.0,101.97,83.17,62.87622855,153.0,768.805947,300.418367,1604.273161,119.124871,44.75,804.77,198.099999,656.899999,2837.372346,1659.769998
2024-11-24,0,0,0,0,0,56781.0,27313.34,0.0,132.05,124.8,57.99829065,154.0,957.641473,267.79,1614.28252,117.664375,98.51,1014.579999,232.849999,677.900003,3055.888368,1925.330001
2024-11-25,1,1,0,0,1,196855.0,40617.13,0.0,668.62,123.09,83.51016282,155.0,1901.956598,451.85823,2085.912846,118.9912,83.982882,1262.549999,538.1,1197.770002,4642.701756,2998.420001
2024-11-26,0,1,0,0,1,140903.0,37803.51,0.0,529.17,106.41,83.69901486,155.0,2271.988612,372.313414,2386.244198,115.035538,97.500199,1159.649999,511.83,1167.000001,5243.081961,2838.48
2024-11-27,0,1,0,0,1,118368.0,38233.87,0.0,493.03,157.09,64.71057991,154.0,1950.057285,328.456455,3620.345267,119.72301,95.632878,1292.240003,543.88,1288.33,6114.214895,3124.450003
2024-11-28,0,1,0,0,1,114193.0,36541.76,0.0,459.87,185.71,77.54491994,151.0,2612.667758,629.762701,4556.837062,174.293647,251.369721,1655.960002,628.23,1564.330001,8224.930889,3848.520003
2024-11-29,1,1,0,0,1,226062.0,72272.51,0.0,1076.15,158.79,121.0253087,151.0,3710.27134,760.639466,5779.233362,170.955289,390.607028,1609.059995,647.239998,1533.62,10811.70648,3789.919993
2024-11-30,0,1,0,0,1,151394.0,45191.07,0.0,397.76,125.42,250.7459772,150.0,2703.296383,660.731522,5400.405106,162.605688,445.353447,1590.380001,596.650001,1488.950001,9372.392146,3675.980003
2024-12-01,1,1,0,0,1,262356.0,85792.27,0.0,1358.41,160.32,287.0729702,145.0,3374.648455,673.650067,5659.007205,192.127934,407.591711,1726.21,602.850002,1410.1,10307.02537,3742.940002
2024-12-02,0,1,0,0,1,140948.0,51704.39,0.0,783.57,151.04,120.8047834,49.0,2878.611929,695.374712,5513.752445,167.420012,280.756423,1790.879999,674.86,1615.899998,9535.915521,4088.969997
2024-12-03,0,0,0,0,0,28901.0,10097.12,0.0,87.67,113.06,96.29613349,46.0,1298.044446,154.965468,1701.750187,71.699738,250.90367,754.329999,212.490001,423.729999,3477.363509,1394.829999
2024-12-04,0,0,0,0,0,28376.0,9842.28,0.0,81.11,101.43,38.19345153,46.0,1665.318942,155.520836,1334.532253,73.507991,132.956138,566.389998,160.78,272.67,3361.83616,1004.039998
2024-12-05,0,0,0,0,0,24247.0,8121.95,0.0,39.66,96.54,34.8782252,45.0,1675.824661,154.104582,1321.323008,75.844501,146.730981,563.85,156.459999,257.01,3373.827733,981.129999
2024-12-06,0,0,0,0,0,24876.0,8109.52,0.0,36.07,60.73,29.4271811,47.0,1420.914662,164.350937,1099.609328,74.78434,106.354869,557.310001,148.77,251.61,2866.014136,961.970001
2024-12-07,0,0,0,0,0,33451.0,11764.98,0.0,83.37,59.53,31.66294498,45.0,1798.188111,151.677323,1481.479615,73.436993,185.24859,519.73,135.37,221.51,3690.030632,878.85
2024-12-08,0,0,0,0,0,38676.0,12990.44,0.0,132.17,90.22,49.47769,45.0,1985.038537,152.816874,1279.480714,73.014904,202.638472,654.920001,191.150001,308.84,3692.989501,1154.910002
2024-12-09,0,0,0,0,0,42177.0,10072.85,0.0,79.8,133.78,59.02550403,45.0,1616.190542,158.651439,870.282405,71.611452,51.371955,555.470002,160.66,281.540001,2768.107793,997.670003
2024-12-10,0,0,0,0,1,26048.0,7471.65,0.0,42.54,141.65,53.93925125,45.0,1435.402045,131.055261,1048.996267,67.568489,0.0,470.130001,136.76,258.499999,2683.022062,865.39
2024-12-11,0,0,0,0,1,22712.0,8611.22,0.0,85.16,161.3,44.32710924,46.0,1692.712759,17.699192,131.630176,21.213687,0.0,81.339997,24.37,33.419999,1863.255814,139.129996
2024-12-12,0,0,0,0,1,22388.0,9039.54,0.0,75.78,116.29,43.04316789,45.0,1359.734356,16.045186,162.971707,28.40149,0.0,105.209999,29.989998,41.19,1567.152739,176.389997
2024-12-13,1,0,0,0,1,23307.0,8669.22,0.0,79.18,106.89,39.08162498,45.0,1350.744231,15.95776,185.729005,21.423814,0.0,86.28,25.86,37.55,1573.85481,149.69
2024-12-14,0,0,0,0,1,21502.0,7901.85,0.0,73.06,79.92,37.74224523,46.0,1547.859183,16.68,190.726932,23.545422,0.0,51.479999,20.45,29.72,1778.811537,101.649999
2024-12-15,0,0,0,0,1,35049.0,15538.03,0.0,74.92,95.85,53.8839968,45.0,1863.368664,13.7,209.801087,18.93309,0.0,101.45,30.16,42.26,2105.802841,173.87
2024-12-16,0,0,0,0,0,24684.0,8050.55,0.0,45.59,118.26,53.90006875,45.0,1712.425598,13.262802,163.39409,20.268581,0.0,97.39,28.01,40.81,1909.351071,166.21
2024-12-17,0,0,0,0,0,21089.0,7338.78,0.0,106.98,121.19,52.63953446,12.0,1273.376588,15.107453,186.532928,21.066438,0.0,73.680001,25.24,34.5,1496.083407,133.420001
2024-12-18,0,0,0,0,0,26126.0,7128.62,0.0,75.78,93.8,58.26829722,12.0,1208.51156,15.4,177.94091,12.631392,0.0,72.02,23.51,33.66,1414.483862,129.19
2024-12-19,0,0,0,0,0,16105.0,5160.26,0.0,53.25,82.44,57.21071494,11.0,1094.284294,19.78,169.089193,0.0,0.0,76.25,23.48,34.55,1283.153487,134.28
2024-12-20,0,0,0,0,0,18214.0,6961.32,0.0,34.88,66.66,62.62058062,11.0,1110.295507,17.29,185.48307,0.0,0.0,69.68,22.67,29.08,1313.068577,121.43
2024-12-21,0,0,0,0,0,18947.0,7296.99,0.0,59.55,59.94,58.61740588,11.0,1046.230971,13.04,129.495815,0.0,0.0,69.279999,21.669999,29.82,1188.766786,120.769998
2024-12-22,0,0,0,0,0,16636.0,6472.58,0.0,50.09,78.1,52.31319725,12.0,848.710992,16.24,164.309699,0.0,0.0,90.61,29.02,41.65,1029.260691,161.28
2024-12-23,0,0,0,0,0,20583.0,6182.67,0.0,91.5,64.94,52.16376212,11.0,680.454575,14.72,140.436457,0.0,0.0,84.89,26.42,36.71,835.611032,148.02
2024-12-24,0,0,0,0,0,11848.0,2839.92,0.0,60.49,41.53,27.82913766,12.0,553.84036,10.35,137.464025,0.0,0.0,76.18,23.73,33.29,701.654385,133.2
2024-12-25,0,0,1,0,0,17852.0,5576.3,0.0,85.01,51.14,43.8335592,11.0,615.558054,17.41,165.791443,0.0,0.0,87.89,27.65,37.07,798.759497,152.61
2024-12-26,0,0,1,0,0,22632.0,7925.5,0.0,77.55,69.44,63.75864754,12.0,641.68663,16.35,149.177285,0.0,0.0,74.33,24.89,33.3,807.213915,132.52
2024-12-27,0,0,0,0,0,23505.0,8795.06,0.0,49.05,104.75,78.38049187,11.0,818.511558,14.74,145.948627,0.0,0.0,72.64,22.15,30.54,979.200185,125.33
2024-12-28,0,0,0,0,0,24057.0,5924.72,0.0,42.53,77.99,74.3577665,11.0,774.342033,16.37,143.125281,0.0,0.0,72.959999,20.99,32.1,933.837314,126.049999
2024-12-29,0,0,0,0,0,24679.0,7243.56,0.0,37.47,114.91,78.12585283,11.0,891.477089,13.17,131.364632,0.0,0.0,91.85,28.43,42.07,1036.011721,162.35
2024-12-30,0,0,0,0,0,26513.0,9315.45,0.0,69.55,88.58,80.66436246,11.0,902.602778,12.118955,127.682302,0.0,0.0,85.39,27.22,37.5,1042.404035,150.11
2024-12-31,0,0,0,0,0,16792.0,5191.22,0.0,41.99,67.03,72.04595003,10.0,550.022463,7.07,90.270264,0.0,0.0,76.45,24.15,32.71,647.362727,133.31
